EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247057;1;01/01/1962;1;31,9;114,3;22;10;1;1;0;1063,30004882812;1;0,0;0,0;7,3;0,0;0,0;0,0;0,0;8,1;4,7;0,0;0,0;0,0;0,0;0,0;19,1;4,6;9,1;7,4;10,4;0,0;0,0;31,9;0,0;11,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1961;1;78,9;295,8;2;13;1;1;0;1155,5;1;0,0;78,9;18,4;2,9;0,0;0,0;0,0;14,1;0,0;0,8;0,0;0,0;76,8;0,0;0,0;0,0;18,9;47,7;0,0;0,0;0,0;0,0;0,0;20,6;0,6;6,8;7,7;1,6;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1961;1;39,7;143,3;4;10;1;1;0;1155,5;1;0,0;0,0;26,4;39,7;0,5;0,0;0,0;0,0;0,0;0,0;0,0;1,6;0,0;28,1;27,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,9;0,0;0,9;0,0;0,0;2,6;2,4;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1961;1;14,2;41,6;18;6;1;1;0;1155,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;0,0;0,0;0,7;0,0;14,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;0,0;0,0;0,0;8,0;14,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1961;1;0,0;0,0;1;;1;1;0;1155,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1961;1;15,5;15,5;26;1;1;1;0;1155,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,5;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1961;1;0,0;0,0;1;;1;1;0;1155,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1961;1;4,9;6,1;15;2;1;1;0;1155,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1961;1;26,3;26,3;4;1;1;1;0;1155,5;1;0,0;0,0;0,0;26,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1961;1;49,0;101,6;26;3;1;1;0;1155,5;1;0,0;0,0;0,0;0,0;42,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,4;0,0;49,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1961;1;13,1;85,0;17;10;1;1;0;1155,5;1;9,8;0,0;0,0;0,0;0,0;7,1;0,0;0,0;8,2;0,0;0,0;0,0;6,6;9,5;0,0;0,0;13,1;7,0;6,9;4,6;12,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1961;1;61,3;275,0;23;11;1;1;0;1155,5;1;0,0;0,0;0,0;3,9;0,0;7,2;0,0;0,0;0,0;0,0;10,9;0,0;56,6;7,2;9,9;0,0;0,0;0,0;0,0;0,0;48,0;0,0;61,3;0,0;14,6;0,0;24,8;30,6;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
2247057;1;01/01/1961;1;41,7;165,3;23;10;1;1;0;1155,5;1;14,6;23,2;14,9;0,0;0,0;0,0;7,9;0,0;0,0;0,0;3,2;0,0;0,0;1,5;0,0;30,1;0,0;0,0;18,6;0,0;9,6;0,0;41,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1960;1;70,0;441,0;26;17;1;1;0;1353,80004882812;1;5,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33,9;29,8;2,2;11,1;22,2;37,6;65,7;15,5;54,1;41,6;8,9;9,7;14,1;70,0;0,0;12,0;7,1;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1960;1;14,6;73,0;26;13;1;1;0;1353,80004882812;1;4,5;0,0;0,0;0,0;9,2;0,0;0,0;2,4;3,1;0,0;2,9;3,5;10,8;6,2;8,4;0,0;0,0;0,0;0,9;3,2;0,0;0,0;0,0;0,0;0,0;14,6;0,0;0,0;3,3;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1960;1;48,7;164,6;17;7;1;1;0;1353,80004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;48,7;0,0;0,0;0,0;0,0;9,9;0,0;0,0;5,4;34,6;21,7;0,0;0,0;0,0;0,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1960;1;2,6;2,6;26;1;1;1;0;1353,80004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1960;1;8,4;24,1;15;4;1;1;0;1353,80004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,4;7,6;4,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1960;1;0,0;0,0;1;;1;1;0;1353,80004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1960;1;42,1;79,4;15;4;1;1;0;1353,80004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,1;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;27,8;0,0;0,0;8,9;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1960;1;39,0;70,7;16;4;1;1;0;1353,80004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,2;0,0;0,0;0,0;0,0;6,2;39,0;0,0;0,0;0,0;0,0;0,0;17,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1960;1;12,0;30,6;8;4;1;1;0;1353,80004882812;1;0,0;0,0;0,0;0,0;0,0;8,6;0,0;12,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;0,0;0,0;6,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1960;1;12,6;42,3;24;8;1;1;0;1353,80004882812;1;0,0;0,0;0,0;0,0;0,0;4,2;0,0;0,0;0,0;0,0;0,0;0,0;9,6;0,0;8,1;0,0;0,9;0,0;0,0;2,2;0,0;0,0;0,0;12,6;0,0;0,0;0,0;0,0;2,6;0,0;2,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1960;1;28,6;211,8;29;15;1;1;0;1353,80004882812;1;0,0;0,0;11,8;20,2;0,0;0,0;0,0;0,0;0,0;22,1;0,0;0,0;0,0;0,0;19,1;12,2;1,2;9,6;4,2;0,0;0,0;0,0;17,8;14,1;15,6;13,5;8,3;13,5;28,6;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;,,
2247057;1;01/01/1960;1;48,0;213,7;7;9;1;1;0;1353,80004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;48,0;29,2;29,6;14,2;19,8;34,3;0,0;0,0;0,0;0,0;0,0;19,6;16,8;0,0;2,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1959;1;58,5;202,2;4;12;1;1;0;1183,5;1;0,0;0,0;0,0;58,5;26,6;0,0;27,9;0,0;7,4;8,6;0,0;0,0;0,0;3,1;0,0;0,0;0,0;0,0;0,0;0,0;18,5;6,9;15,1;6,2;21,6;0,0;0,0;0,0;0,0;0,0;1,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1959;1;69,1;158,3;26;9;1;1;0;1183,5;1;0,0;0,0;0,0;0,0;0,0;0,0;5,3;0,0;5,1;0,0;0,0;5,8;20,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,4;9,8;0,0;0,0;13,8;69,1;0,0;0,0;15,4;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1959;1;31,8;160,8;12;6;1;1;0;1183,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,8;28,6;0,0;0,0;0,0;0,0;0,0;24,8;17,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,3;0,0;30,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1959;1;15,8;15,8;27;1;1;1;0;1183,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,8;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1959;1;43,8;66,0;13;4;1;1;0;1183,5;1;0,0;0,0;10,2;1,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,8;0,0;10,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1959;1;0,0;0,0;1;;1;1;0;1183,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1959;1;9,4;9,4;7;1;1;1;0;1183,5;1;0,0;0,0;0,0;0,0;0,0;0,0;9,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1959;1;40,0;64,1;20;4;1;1;0;1183,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,8;40,0;9,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1959;1;23,1;51,7;25;5;1;1;0;1183,5;1;6,9;0,0;0,0;0,0;0,0;0,0;9,2;0,0;0,0;0,0;0,0;3,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,1;0,0;9,3;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1959;1;28,6;116,9;21;12;1;1;0;1183,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,8;0,0;0,0;4,2;5,9;7,2;0,0;0,0;0,0;0,0;3,3;6,5;0,0;28,6;3,6;23,3;0,7;0,0;0,0;0,0;9,2;0,0;0,0;17,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1959;1;22,6;110,0;17;11;1;1;0;1183,5;1;0,0;0,0;7,3;1,6;13,5;1,7;8,3;1,6;15,0;0,0;0,0;0,0;0,0;7,0;0,0;0,0;22,6;17,8;13,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
2247057;1;01/01/1959;1;34,3;228,3;6;14;1;1;0;1183,5;1;0,0;0,0;0,0;13,3;16,8;34,3;0,0;0,0;0,0;0,0;18,0;0,9;28,7;15,1;0,0;24,3;1,1;14,0;3,1;0,0;0,0;0,0;28,1;15,4;15,2;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1958;1;41,3;101,8;11;11;1;1;0;1402,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;7,2;4,4;9,6;0,0;41,3;2,4;0,0;0,0;0,0;0,0;2,6;7,6;8,0;3,4;8,9;0,0;0,0;0,0;0,0;0,0;0,0;6,4;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1958;1;71,2;142,0;19;8;1;1;0;1402,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;71,2;0,0;11,8;0,0;16,8;9,5;4,9;0,0;0,0;0,0;6,0;7,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1958;1;29,2;112,1;11;7;1;1;0;1402,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;12,8;0,0;0,0;0,0;29,2;0,0;0,0;0,0;0,0;0,0;0,0;7,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,0;22,4;15,1;1,8;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1958;1;39,0;92,8;14;6;1;1;0;1402,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,3;8,9;0,0;0,0;0,0;16,9;39,0;7,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,8;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1958;1;0,6;0,6;31;1;1;1;0;1402,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1958;1;11,3;22,4;18;4;1;1;0;1402,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,2;2,1;11,3;4,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1958;1;63,8;78,8;15;3;1;1;0;1402,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,3;63,8;0,0;2,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1958;1;38,3;174,0;22;12;1;1;0;1402,40002441406;1;0,4;0,0;27,9;9,5;2,7;24,6;0,0;0,0;15,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,3;20,7;5,8;0,0;6,4;4,7;17,3;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1958;1;29,1;91,2;1;8;1;1;0;1402,40002441406;1;29,1;6,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,6;0,0;2,1;2,4;7,1;0,0;0,0;0,0;0,0;21,5;12,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1958;1;23,3;98,3;3;11;1;1;0;1402,40002441406;1;3,7;6,3;23,3;4,3;0,0;2,2;2,6;15,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,2;6,6;5,4;17,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1958;1;66,0;145,0;7;10;1;1;0;1402,40002441406;1;0,0;2,6;0,0;2,9;1,0;0,0;66,0;2,5;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,0;24,8;15,1;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
2247057;1;01/01/1958;1;83,8;343,4;27;12;1;1;0;1402,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,6;14,1;0,0;24,4;0,0;0,0;36,2;4,6;0,0;0,0;0,0;39,8;28,2;15,7;47,4;83,8;35,4;0,2;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1957;1;30,5;152,0;15;15;1;1;0;1438;1;19,8;0,0;22,1;0,0;6,9;0,0;6,1;2,2;0,0;3,9;2,4;4,6;7,0;6,1;30,5;0,0;9,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;0,0;23,9;5,3;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/11/1957;1;33,4;74,5;21;9;1;1;0;1438;1;0,0;0,0;0,0;3,7;0,0;0,0;0,0;3,6;1,4;3,1;0,0;0,0;0,0;10,7;0,0;0,0;0,0;0,0;1,7;8,8;33,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/10/1957;1;31,2;89,1;30;5;1;1;0;1438;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,8;1,3;0,0;0,0;21,2;30,6;0,0;31,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/09/1957;1;40,1;119,0;3;12;1;1;0;1438;1;0,0;0,0;40,1;29,9;1,6;0,0;0,0;2,6;0,0;0,0;0,0;1,6;0,0;0,0;0,0;4,3;0,0;0,0;12,6;3,2;1,1;6,5;3,7;11,8;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/08/1957;1;27,6;62,1;18;5;1;1;0;1438;1;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,8;0,0;0,0;2,3;27,6;21,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/07/1957;1;38,1;106,7;6;9;1;1;0;1438;1;0,0;1,3;5,1;0,0;0,0;38,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,8;9,4;26,2;4,2;8,1;0,0;0,0;0,0;0,0;6,5;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/06/1957;1;37,4;44,7;8;3;1;1;0;1438;1;0,0;0,0;3,8;0,0;0,0;0,0;0,0;37,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/05/1957;1;2,6;5,2;13;3;1;1;0;1438;1;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/04/1957;1;34,5;56,3;15;6;1;1;0;1438;1;0,0;2,4;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34,5;3,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9;0,0;0,0;12,9;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/03/1957;1;109,0;221,5;21;8;1;1;0;1438;1;3,5;0,0;0,0;0,0;0,0;0,0;8,6;0,0;1,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,5;0,0;0,0;109,0;37,1;50,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
